route_id,service_id,trip_id,trip_headsign,shape_id
V10-190-197,2502,4118993,Natzaret,74
V10-197-190,2502,4119082,Alacant,73
V10-190-197,2502,4118994,Natzaret,74
V10-197-190,2502,4119083,Alacant,73
V10-190-197,2502,4118995,Natzaret,74
V10-197-190,2502,4119084,Alacant,73
V10-190-197,2502,4118996,Natzaret,74
V10-197-190,2502,4119085,Alacant,73
V10-190-197,2502,4118997,Natzaret,74
V10-197-190,2502,4119086,Alacant,73
V10-190-197,2502,4118998,Natzaret,74
V10-197-190,2502,4119087,Alacant,73
V10-190-197,2502,4118999,Natzaret,74
V10-197-190,2502,4119088,Alacant,73
V10-190-194,2502,4119000,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119089,Alacant,73
V10-190-197,2502,4119001,Natzaret,74
V10-197-190,2502,4119090,Alacant,73
V10-190-194,2502,4119002,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119091,Alacant,73
V10-190-197,2502,4119003,Natzaret,74
V10-197-190,2502,4119092,Alacant,73
V10-190-194,2502,4119004,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119093,Alacant,73
V10-190-197,2502,4119005,Natzaret,74
V10-197-190,2502,4119094,Alacant,73
V10-190-194,2502,4119006,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119095,Alacant,73
V10-190-197,2502,4119007,Natzaret,74
V10-197-190,2502,4119096,Alacant,73
V10-190-194,2502,4119008,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119097,Alacant,73
V10-190-197,2502,4119009,Natzaret,74
V10-197-190,2502,4119098,Alacant,73
V10-190-194,2502,4119010,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119099,Alacant,73
V10-190-197,2502,4119011,Natzaret,74
V10-197-190,2502,4119100,Alacant,73
V10-190-194,2502,4119012,Ciutat Arts i Ciències - Justícia,74
V1-20-1,2502,4118017,Castelló,2
V10-194-190,2502,4119101,Alacant,73
V10-190-197,2502,4119013,Natzaret,74
V10-197-190,2502,4119102,Alacant,73
V10-190-194,2502,4119014,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119103,Alacant,73
V10-190-197,2502,4119015,Natzaret,74
V10-197-190,2502,4119104,Alacant,73
V10-190-194,2502,4119016,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119105,Alacant,73
V10-190-197,2502,4119017,Natzaret,74
V10-197-190,2502,4119106,Alacant,73
V10-190-194,2502,4119018,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119107,Alacant,73
V10-190-197,2502,4119019,Natzaret,74
V10-197-190,2502,4119108,Alacant,73
V10-190-194,2502,4119020,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119109,Alacant,73
V10-190-197,2502,4119021,Natzaret,74
V10-197-190,2502,4119110,Alacant,73
V10-190-194,2502,4119022,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119111,Alacant,73
V10-190-197,2502,4119023,Natzaret,74
V10-197-190,2502,4119112,Alacant,73
V10-190-194,2502,4119024,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119113,Alacant,73
V10-190-197,2502,4119025,Natzaret,74
V10-197-190,2502,4119114,Alacant,73
V10-190-194,2502,4119026,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119115,Alacant,73
V10-190-197,2502,4119027,Natzaret,74
V1-20-29,2502,4118299,Empalme,48
V10-197-190,2502,4119116,Alacant,73
V10-190-194,2502,4119028,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119117,Alacant,73
V10-190-197,2502,4119029,Natzaret,74
V10-197-190,2502,4119118,Alacant,73
V10-190-194,2502,4119030,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119119,Alacant,73
V10-190-197,2502,4119031,Natzaret,74
V10-197-190,2502,4119120,Alacant,73
V10-190-194,2502,4119032,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119121,Alacant,73
V10-190-197,2502,4119033,Natzaret,74
V10-197-190,2502,4119122,Alacant,73
V10-190-194,2502,4119034,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119123,Alacant,73
V10-190-197,2502,4119035,Natzaret,74
V10-197-190,2502,4119124,Alacant,73
V10-190-194,2502,4119036,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119125,Alacant,73
V10-190-197,2502,4119037,Natzaret,74
V1-20-39,2502,4118300,Bétera,48
V10-197-190,2502,4119126,Alacant,73
V10-190-194,2502,4119038,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119127,Alacant,73
V10-190-197,2502,4119039,Natzaret,74
V10-197-190,2502,4119128,Alacant,73
V10-190-194,2502,4119040,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119129,Alacant,73
V10-190-197,2502,4119041,Natzaret,74
V10-197-190,2502,4119130,Alacant,73
V10-190-194,2502,4119042,Ciutat Arts i Ciències - Justícia,74
V1-29-1,2502,4118018,Castelló,2
V10-194-190,2502,4119131,Alacant,73
V10-190-197,2502,4119043,Natzaret,74
V10-197-190,2502,4119132,Alacant,73
V10-190-194,2502,4119044,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119133,Alacant,73
V10-190-197,2502,4119045,Natzaret,74
V10-197-190,2502,4119134,Alacant,73
V10-190-194,2502,4119046,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119135,Alacant,73
V10-190-197,2502,4119047,Natzaret,74
V1-17-39,2502,4118301,Bétera,48
V10-197-190,2502,4119136,Alacant,73
V10-190-194,2502,4119048,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119137,Alacant,73
V10-190-197,2502,4119049,Natzaret,74
V10-197-190,2502,4119138,Alacant,73
V10-190-194,2502,4119050,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119139,Alacant,73
V10-190-197,2502,4119051,Natzaret,74
V10-197-190,2502,4119140,Alacant,73
V10-190-194,2502,4119052,Ciutat Arts i Ciències - Justícia,74
V1-20-17,2502,4118019,Torrent,2
V10-194-190,2502,4119141,Alacant,73
V10-190-197,2502,4119053,Natzaret,74
V10-197-190,2502,4119142,Alacant,73
V10-190-194,2502,4119054,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119143,Alacant,73
V10-190-197,2502,4119055,Natzaret,74
V10-197-190,2502,4119144,Alacant,73
V10-190-194,2502,4119056,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119145,Alacant,73
V10-190-197,2502,4119057,Natzaret,74
V1-13-36,2502,4118302,Seminari - CEU,48
V10-197-190,2502,4119146,Alacant,73
V10-190-194,2502,4119058,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119147,Alacant,73
V10-190-197,2502,4119059,Natzaret,74
V10-197-190,2502,4119148,Alacant,73
V10-190-194,2502,4119060,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119149,Alacant,73
V10-190-197,2502,4119061,Natzaret,74
V10-197-190,2502,4119150,Alacant,73
V10-190-194,2502,4119062,Ciutat Arts i Ciències - Justícia,74
V1-39-1,2502,4118020,Castelló,2
V10-194-190,2502,4119151,Alacant,73
V10-190-197,2502,4119063,Natzaret,74
V10-197-190,2502,4119152,Alacant,73
V10-190-194,2502,4119064,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119153,Alacant,73
V10-190-197,2502,4119065,Natzaret,74
V10-197-190,2502,4119154,Alacant,73
V10-190-194,2502,4119066,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119155,Alacant,73
V10-190-197,2502,4119067,Natzaret,74
V1-17-39,2502,4118303,Bétera,48
V10-197-190,2502,4119156,Alacant,73
V10-190-194,2502,4119068,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119157,Alacant,73
V10-190-197,2502,4119069,Natzaret,74
V10-197-190,2502,4119158,Alacant,73
V10-190-194,2502,4119070,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119159,Alacant,73
V10-190-197,2502,4119071,Natzaret,74
V10-197-190,2502,4119160,Alacant,73
V10-190-194,2502,4119072,Ciutat Arts i Ciències - Justícia,74
V1-39-17,2502,4118021,Torrent,2
V10-194-190,2502,4119161,Alacant,73
V10-190-197,2502,4119073,Natzaret,74
V10-197-190,2502,4119162,Alacant,73
V10-190-194,2502,4119074,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119163,Alacant,73
V10-190-197,2502,4119075,Natzaret,74
V10-197-190,2502,4119164,Alacant,73
V10-190-194,2502,4119076,Ciutat Arts i Ciències - Justícia,74
V10-194-190,2502,4119165,Alacant,73
V10-190-197,2502,4119077,Natzaret,74
V1-1-39,2502,4118304,Bétera,48
V10-197-190,2502,4119166,Alacant,73
V10-190-197,2502,4119078,Natzaret,74
V10-197-190,2502,4119167,Alacant,73
V10-190-197,2502,4119079,Natzaret,74
V10-197-190,2502,4119168,Alacant,73
V10-190-197,2502,4119080,Natzaret,74
V10-197-190,2502,4119169,Alacant,73
V10-190-197,2502,4119081,Natzaret,74
V10-197-190,2502,4119170,Alacant,73
V1-20-17,2502,4118022,Torrent,2
V1-17-36,2502,4118305,Seminari - CEU,48
V1-36-1,2502,4118023,Castelló,2
V1-17-39,2502,4118306,Bétera,48
V1-39-17,2502,4118024,Torrent,2
V1-1-36,2502,4118307,Seminari - CEU,48
V1-20-17,2502,4118025,Torrent,2
V1-17-39,2502,4118308,Bétera,48
V1-39-1,2502,4118026,Castelló,2
V1-17-36,2502,4118309,Seminari - CEU,48
V1-36-17,2502,4118027,Torrent,2
V1-1-39,2502,4118310,Bétera,48
V1-39-17,2502,4118028,Torrent,2
V1-17-36,2502,4118311,Seminari - CEU,48
V1-36-1,2502,4118029,Castelló,2
V1-17-39,2502,4118312,Bétera,48
V1-39-17,2502,4118030,Torrent,2
V1-1-36,2502,4118313,Seminari - CEU,48
V1-36-17,2502,4118031,Torrent,2
V1-17-39,2502,4118314,Bétera,48
V1-39-1,2502,4118032,Castelló,2
V1-17-36,2502,4118315,Seminari - CEU,48
V1-36-17,2502,4118033,Torrent,2
V1-1-39,2502,4118316,Bétera,48
V1-39-17,2502,4118034,Torrent,2
V1-17-36,2502,4118317,Seminari - CEU,48
V1-36-1,2502,4118035,Castelló,2
V1-17-39,2502,4118318,Bétera,48
V1-39-17,2502,4118036,Torrent,2
V1-1-36,2502,4118319,Seminari - CEU,48
V1-36-17,2502,4118037,Torrent,2
V1-17-39,2502,4118320,Bétera,48
V1-39-1,2502,4118038,Castelló,2
V1-17-36,2502,4118321,Seminari - CEU,48
V1-36-17,2502,4118039,Torrent,2
V1-1-39,2502,4118322,Bétera,48
V1-39-17,2502,4118040,Torrent,2
V1-17-36,2502,4118323,Seminari - CEU,48
V1-36-1,2502,4118041,Castelló,2
V1-17-39,2502,4118324,Bétera,48
V1-39-17,2502,4118042,Torrent,2
V1-1-36,2502,4118325,Seminari - CEU,48
V1-36-17,2502,4118043,Torrent,2
V1-17-39,2502,4118326,Bétera,48
V1-39-1,2502,4118044,Castelló,2
V1-17-36,2502,4118327,Seminari - CEU,48
V1-36-17,2502,4118045,Torrent,2
V1-1-39,2502,4118328,Bétera,48
V1-39-17,2502,4118046,Torrent,2
V1-17-36,2502,4118329,Seminari - CEU,48
V1-36-1,2502,4118047,Castelló,2
V1-17-39,2502,4118330,Bétera,48
V1-39-17,2502,4118048,Torrent,2
V1-1-36,2502,4118331,Seminari - CEU,48
V1-36-17,2502,4118049,Torrent,2
V1-17-39,2502,4118332,Bétera,48
V1-39-1,2502,4118050,Castelló,2
V1-17-36,2502,4118333,Seminari - CEU,48
V1-36-17,2502,4118051,Torrent,2
V1-1-39,2502,4118334,Bétera,48
V1-39-17,2502,4118052,Torrent,2
V1-17-36,2502,4118335,Seminari - CEU,48
V1-36-1,2502,4118053,Castelló,2
V1-17-39,2502,4118336,Bétera,48
V1-39-17,2502,4118054,Torrent,2
V1-1-36,2502,4118337,Seminari - CEU,48
V1-36-17,2502,4118055,Torrent,2
V1-17-39,2502,4118338,Bétera,48
V1-39-1,2502,4118056,Castelló,2
V1-17-36,2502,4118339,Seminari - CEU,48
V1-36-17,2502,4118057,Torrent,2
V1-1-39,2502,4118340,Bétera,48
V1-39-17,2502,4118058,Torrent,2
V1-17-36,2502,4118341,Seminari - CEU,48
V1-36-1,2502,4118059,Castelló,2
V1-17-39,2502,4118342,Bétera,48
V1-39-17,2502,4118060,Torrent,2
V1-1-29,2502,4118343,Empalme,2
V1-36-5,2502,4118061,L'Alcúdia,2
V1-17-39,2502,4118344,Bétera,48
V1-39-20,2502,4118062,València Sud,2
V1-36-13,2502,4118063,Picassent,2
V1-39-20,2502,4118064,València Sud,2
V1-39-17,2502,4118065,Torrent,2
V2-20-54,2502,4118347,Llíria,47
V2-20-107,2502,4118066,Torrent Avinguda,1
V2-107-54,2502,4118348,Llíria,47
V2-20-107,2502,4118067,Torrent Avinguda,1
V2-44-107,2502,4118068,Torrent Avinguda,1
V2-107-54,2502,4118349,Llíria,47
V2-20-107,2502,4118069,Torrent Avinguda,1
V2-54-107,2502,4118070,Torrent Avinguda,1
V2-107-54,2502,4118350,Llíria,47
V2-20-107,2502,4118071,Torrent Avinguda,1
V2-107-44,2502,4118351,Paterna,47
V2-54-107,2502,4118072,Torrent Avinguda,1
V2-107-54,2502,4118352,Llíria,47
V2-20-107,2502,4118073,Torrent Avinguda,1
V2-107-44,2502,4118353,Paterna,47
V2-54-107,2502,4118074,Torrent Avinguda,1
V2-107-54,2502,4118354,Llíria,47
V2-44-107,2502,4118075,Torrent Avinguda,1
V2-107-44,2502,4118355,Paterna,47
V2-54-107,2502,4118076,Torrent Avinguda,1
V2-107-54,2502,4118356,Llíria,47
V2-44-107,2502,4118077,Torrent Avinguda,1
V2-107-44,2502,4118357,Paterna,47
V2-54-107,2502,4118078,Torrent Avinguda,1
V2-107-54,2502,4118358,Llíria,47
V2-44-107,2502,4118079,Torrent Avinguda,1
V2-107-44,2502,4118359,Paterna,47
V2-54-107,2502,4118080,Torrent Avinguda,1
V2-107-54,2502,4118360,Llíria,47
V2-44-107,2502,4118081,Torrent Avinguda,1
V2-107-44,2502,4118361,Paterna,47
V2-54-107,2502,4118082,Torrent Avinguda,1
V2-107-54,2502,4118362,Llíria,47
V2-44-107,2502,4118083,Torrent Avinguda,1
V2-107-44,2502,4118363,Paterna,47
V2-54-107,2502,4118084,Torrent Avinguda,1
V2-107-54,2502,4118364,Llíria,47
V2-44-107,2502,4118085,Torrent Avinguda,1
V2-107-44,2502,4118365,Paterna,47
V2-54-107,2502,4118086,Torrent Avinguda,1
V2-107-54,2502,4118366,Llíria,47
V2-44-107,2502,4118087,Torrent Avinguda,1
V2-107-44,2502,4118367,Paterna,47
V2-54-107,2502,4118088,Torrent Avinguda,1
V2-107-54,2502,4118368,Llíria,47
V2-44-107,2502,4118089,Torrent Avinguda,1
V2-107-44,2502,4118369,Paterna,47
V2-54-107,2502,4118090,Torrent Avinguda,1
V2-107-54,2502,4118370,Llíria,47
V2-44-107,2502,4118091,Torrent Avinguda,1
V2-107-44,2502,4118371,Paterna,47
V2-54-107,2502,4118092,Torrent Avinguda,1
V2-107-54,2502,4118372,Llíria,47
V2-44-107,2502,4118093,Torrent Avinguda,1
V2-107-44,2502,4118373,Paterna,47
V2-54-107,2502,4118094,Torrent Avinguda,1
V2-107-54,2502,4118374,Llíria,47
V2-44-107,2502,4118095,Torrent Avinguda,1
V2-107-44,2502,4118375,Paterna,47
V2-54-107,2502,4118096,Torrent Avinguda,1
V2-107-54,2502,4118376,Llíria,47
V2-44-107,2502,4118097,Torrent Avinguda,1
V2-107-44,2502,4118377,Paterna,47
V2-54-107,2502,4118098,Torrent Avinguda,1
V2-107-54,2502,4118378,Llíria,47
V2-44-107,2502,4118099,Torrent Avinguda,1
V2-107-44,2502,4118379,Paterna,47
V2-54-107,2502,4118100,Torrent Avinguda,1
V2-107-54,2502,4118380,Llíria,47
V2-44-107,2502,4118101,Torrent Avinguda,1
V2-107-44,2502,4118381,Paterna,47
V2-54-107,2502,4118102,Torrent Avinguda,1
V2-107-54,2502,4118382,Llíria,47
V2-44-107,2502,4118103,Torrent Avinguda,1
V2-107-44,2502,4118383,Paterna,47
V2-54-107,2502,4118104,Torrent Avinguda,1
V2-107-54,2502,4118384,Llíria,47
V2-44-107,2502,4118105,Torrent Avinguda,1
V2-107-44,2502,4118385,Paterna,47
V2-54-107,2502,4118106,Torrent Avinguda,1
V2-107-54,2502,4118386,Llíria,47
V2-44-107,2502,4118107,Torrent Avinguda,1
V2-107-44,2502,4118387,Paterna,47
V2-54-107,2502,4118108,Torrent Avinguda,1
V2-107-54,2502,4118388,Llíria,47
V2-44-107,2502,4118109,Torrent Avinguda,1
V2-107-44,2502,4118389,Paterna,47
V2-54-107,2502,4118110,Torrent Avinguda,1
V2-107-54,2502,4118390,Llíria,47
V2-44-107,2502,4118111,Torrent Avinguda,1
V2-107-20,2502,4118391,València Sud,1
V2-54-20,2502,4118112,València Sud,1
V2-107-54,2502,4118392,Llíria,47
V2-44-20,2502,4118113,València Sud,1
V2-54-107,2502,4118114,Torrent Avinguda,1
V2-54-107,2502,4118116,Torrent Avinguda,1
V3-66-64,2502,4118394,Rafelbunyol,43
V3-66-182,2502,4118117,Aeroport,3
V3-182-64,2502,4118395,Rafelbunyol,43
V3-66-182,2502,4118118,Aeroport,3
V3-182-64,2502,4118396,Rafelbunyol,43
V3-64-182,2502,4118119,Aeroport,3
V3-182-64,2502,4118397,Rafelbunyol,43
V3-64-182,2502,4118120,Aeroport,3
V3-182-64,2502,4118398,Rafelbunyol,43
V3-56-182,2502,4118121,Aeroport,3
V3-182-64,2502,4118399,Rafelbunyol,43
V3-64-182,2502,4118122,Aeroport,3
V3-182-64,2502,4118400,Rafelbunyol,43
V3-56-182,2502,4118123,Aeroport,3
V3-182-64,2502,4118401,Rafelbunyol,43
V3-64-182,2502,4118124,Aeroport,3
V3-182-64,2502,4118402,Rafelbunyol,43
V3-56-182,2502,4118125,Aeroport,3
V3-182-64,2502,4118403,Rafelbunyol,43
V3-64-182,2502,4118126,Aeroport,3
V3-182-64,2502,4118404,Rafelbunyol,43
V3-64-182,2502,4118127,Aeroport,3
V3-182-64,2502,4118405,Rafelbunyol,43
V3-64-182,2502,4118128,Aeroport,3
V3-182-64,2502,4118406,Rafelbunyol,43
V3-64-182,2502,4118129,Aeroport,3
V3-182-64,2502,4118407,Rafelbunyol,43
V3-64-182,2502,4118130,Aeroport,3
V3-182-64,2502,4118408,Rafelbunyol,43
V3-64-182,2502,4118131,Aeroport,3
V3-182-64,2502,4118409,Rafelbunyol,43
V3-64-182,2502,4118132,Aeroport,3
V3-182-64,2502,4118410,Rafelbunyol,43
V3-64-182,2502,4118133,Aeroport,3
V3-182-64,2502,4118411,Rafelbunyol,43
V3-64-182,2502,4118134,Aeroport,3
V3-182-64,2502,4118412,Rafelbunyol,43
V3-64-182,2502,4118135,Aeroport,3
V3-182-64,2502,4118413,Rafelbunyol,43
V3-64-182,2502,4118136,Aeroport,3
V3-182-64,2502,4118414,Rafelbunyol,43
V3-64-182,2502,4118137,Aeroport,3
V3-182-64,2502,4118415,Rafelbunyol,43
V3-64-182,2502,4118138,Aeroport,3
V3-182-64,2502,4118416,Rafelbunyol,43
V3-64-182,2502,4118139,Aeroport,3
V3-182-64,2502,4118417,Rafelbunyol,43
V3-64-182,2502,4118140,Aeroport,3
V3-182-64,2502,4118418,Rafelbunyol,43
V3-64-182,2502,4118141,Aeroport,3
V3-182-64,2502,4118419,Rafelbunyol,43
V3-64-182,2502,4118142,Aeroport,3
V3-182-64,2502,4118420,Rafelbunyol,43
V3-64-182,2502,4118143,Aeroport,3
V3-182-64,2502,4118421,Rafelbunyol,43
V3-64-182,2502,4118144,Aeroport,3
V3-182-64,2502,4118422,Rafelbunyol,43
V3-64-182,2502,4118145,Aeroport,3
V3-182-64,2502,4118423,Rafelbunyol,43
V3-64-182,2502,4118146,Aeroport,3
V3-182-64,2502,4118424,Rafelbunyol,43
V3-64-182,2502,4118147,Aeroport,3
V3-182-64,2502,4118425,Rafelbunyol,43
V3-64-182,2502,4118148,Aeroport,3
V3-182-64,2502,4118426,Rafelbunyol,43
V3-64-182,2502,4118149,Aeroport,3
V3-182-64,2502,4118427,Rafelbunyol,43
V3-64-182,2502,4118150,Aeroport,3
V3-182-64,2502,4118428,Rafelbunyol,43
V3-64-182,2502,4118151,Aeroport,3
V3-182-64,2502,4118429,Rafelbunyol,43
V3-64-182,2502,4118152,Aeroport,3
V3-182-64,2502,4118430,Rafelbunyol,43
V3-64-182,2502,4118153,Aeroport,3
V3-182-64,2502,4118431,Rafelbunyol,43
V3-64-182,2502,4118154,Aeroport,3
V3-182-56,2502,4118432,Alboraia Peris Aragó,43
V3-64-182,2502,4118155,Aeroport,3
V3-182-64,2502,4118433,Rafelbunyol,43
V3-64-182,2502,4118156,Aeroport,3
V3-182-56,2502,4118434,Alboraia Peris Aragó,43
V3-64-182,2502,4118157,Aeroport,3
V3-182-64,2502,4118435,Rafelbunyol,43
V3-182-56,2502,4118436,Alboraia Peris Aragó,43
V3-64-182,2502,4118158,Aeroport,3
V3-182-64,2502,4118437,Rafelbunyol,43
V3-64-182,2502,4118159,Aeroport,3
V3-182-64,2502,4118438,Rafelbunyol,43
V3-64-182,2502,4118160,Aeroport,3
V3-64-182,2502,4118161,Aeroport,3
V3-64-182,2502,4118162,Aeroport,3
V4-94-102,2502,4118577,Vicent Andrés Estellés,25
V4-95-98,2502,4118780,Dr. Lluch,5
V4-98-114,2502,4118578,Mas del Rosari,5
V4-95-98,2502,4118781,Dr. Lluch,5
V4-98-102,2502,4118580,Vicent Andrés Estellés,5
V4-95-98,2502,4118782,Dr. Lluch,5
V4-98-114,2502,4118581,Mas del Rosari,5
V4-95-98,2502,4118783,Dr. Lluch,5
V4-98-102,2502,4118583,Vicent Andrés Estellés,5
V4-102-98,2502,4118785,Dr. Lluch,25
V4-98-114,2502,4118585,Mas del Rosari,5
V4-114-98,2502,4118786,Dr. Lluch,25
V4-98-102,2502,4118587,Vicent Andrés Estellés,5
V4-102-98,2502,4118788,Dr. Lluch,25
V4-98-114,2502,4118589,Mas del Rosari,5
V4-114-98,2502,4118789,Dr. Lluch,25
V4-98-102,2502,4118591,Vicent Andrés Estellés,5
V4-102-98,2502,4118791,Dr. Lluch,25
V4-98-114,2502,4118593,Mas del Rosari,5
V4-114-98,2502,4118795,Dr. Lluch,25
V4-94-102,2502,4118596,Vicent Andrés Estellés,25
V4-95-98,2502,4118797,Dr. Lluch,5
V4-98-114,2502,4118597,Mas del Rosari,5
V4-102-98,2502,4118799,Dr. Lluch,25
V4-98-102,2502,4118600,Vicent Andrés Estellés,5
V4-95-98,2502,4118803,Dr. Lluch,5
V4-98-102,2502,4118602,Vicent Andrés Estellés,5
V4-114-98,2502,4118804,Dr. Lluch,25
V4-98-114,2502,4118604,Mas del Rosari,5
V4-95-98,2502,4118808,Dr. Lluch,5
V4-98-102,2502,4118606,Vicent Andrés Estellés,5
V4-102-98,2502,4118809,Dr. Lluch,25
V4-98-102,2502,4118608,Vicent Andrés Estellés,5
V4-95-98,2502,4118811,Dr. Lluch,5
V4-98-114,2502,4118611,Mas del Rosari,5
V4-114-98,2502,4118813,Dr. Lluch,25
V4-98-102,2502,4118613,Vicent Andrés Estellés,5
V4-102-98,2502,4118816,Dr. Lluch,25
V4-98-102,2502,4118615,Vicent Andrés Estellés,5
V4-102-98,2502,4118818,Dr. Lluch,25
V4-98-114,2502,4118618,Mas del Rosari,5
V4-114-98,2502,4118820,Dr. Lluch,25
V4-98-102,2502,4118620,Vicent Andrés Estellés,5
V4-102-98,2502,4118823,Dr. Lluch,25
V4-98-102,2502,4118622,Vicent Andrés Estellés,5
V4-102-98,2502,4118825,Dr. Lluch,25
V4-98-114,2502,4118625,Mas del Rosari,5
V4-114-98,2502,4118827,Dr. Lluch,25
V4-98-102,2502,4118627,Vicent Andrés Estellés,5
V4-102-98,2502,4118830,Dr. Lluch,25
V4-98-102,2502,4118628,Vicent Andrés Estellés,5
V4-102-98,2502,4118832,Dr. Lluch,25
V4-98-114,2502,4118631,Mas del Rosari,5
V4-114-98,2502,4118834,Dr. Lluch,25
V4-98-102,2502,4118634,Vicent Andrés Estellés,5
V4-102-98,2502,4118837,Dr. Lluch,25
V4-98-102,2502,4118636,Vicent Andrés Estellés,5
V4-102-98,2502,4118839,Dr. Lluch,25
V4-98-114,2502,4118639,Mas del Rosari,5
V4-114-98,2502,4118841,Dr. Lluch,25
V4-98-102,2502,4118641,Vicent Andrés Estellés,5
V4-102-98,2502,4118844,Dr. Lluch,25
V4-98-102,2502,4118643,Vicent Andrés Estellés,5
V4-102-98,2502,4118846,Dr. Lluch,25
V4-98-114,2502,4118646,Mas del Rosari,5
V4-114-98,2502,4118848,Dr. Lluch,25
V4-98-102,2502,4118648,Vicent Andrés Estellés,5
V4-102-98,2502,4118851,Dr. Lluch,25
V4-98-102,2502,4118650,Vicent Andrés Estellés,5
V4-102-98,2502,4118853,Dr. Lluch,25
V4-98-114,2502,4118653,Mas del Rosari,5
V4-114-98,2502,4118856,Dr. Lluch,25
V4-98-102,2502,4118655,Vicent Andrés Estellés,5
V4-102-98,2502,4118859,Dr. Lluch,25
V4-98-102,2502,4118657,Vicent Andrés Estellés,5
V4-102-98,2502,4118860,Dr. Lluch,25
V4-98-114,2502,4118660,Mas del Rosari,5
V4-114-98,2502,4118862,Dr. Lluch,25
V4-98-102,2502,4118662,Vicent Andrés Estellés,5
V4-102-98,2502,4118865,Dr. Lluch,25
V4-98-102,2502,4118664,Vicent Andrés Estellés,5
V4-102-98,2502,4118867,Dr. Lluch,25
V4-98-114,2502,4118667,Mas del Rosari,5
V4-114-98,2502,4118869,Dr. Lluch,25
V4-98-102,2502,4118669,Vicent Andrés Estellés,5
V4-102-98,2502,4118872,Dr. Lluch,25
V4-98-102,2502,4118671,Vicent Andrés Estellés,5
V4-102-98,2502,4118874,Dr. Lluch,25
V4-98-114,2502,4118674,Mas del Rosari,5
V4-114-98,2502,4118876,Dr. Lluch,25
V4-98-102,2502,4118676,Vicent Andrés Estellés,5
V4-102-98,2502,4118879,Dr. Lluch,25
V4-98-102,2502,4118678,Vicent Andrés Estellés,5
V4-102-98,2502,4118881,Dr. Lluch,25
V4-98-114,2502,4118681,Mas del Rosari,5
V4-114-98,2502,4118883,Dr. Lluch,25
V4-98-102,2502,4118683,Vicent Andrés Estellés,5
V4-102-98,2502,4118886,Dr. Lluch,25
V4-98-102,2502,4118685,Vicent Andrés Estellés,5
V4-102-98,2502,4118888,Dr. Lluch,25
V4-98-114,2502,4118688,Mas del Rosari,5
V4-114-98,2502,4118890,Dr. Lluch,25
V4-98-102,2502,4118690,Vicent Andrés Estellés,5
V4-102-98,2502,4118893,Dr. Lluch,25
V4-98-102,2502,4118692,Vicent Andrés Estellés,5
V4-102-98,2502,4118895,Dr. Lluch,25
V4-98-114,2502,4118695,Mas del Rosari,5
V4-114-98,2502,4118897,Dr. Lluch,25
V4-98-102,2502,4118697,Vicent Andrés Estellés,5
V4-102-98,2502,4118900,Dr. Lluch,25
V4-98-102,2502,4118699,Vicent Andrés Estellés,5
V4-102-98,2502,4118902,Dr. Lluch,25
V4-98-114,2502,4118702,Mas del Rosari,5
V4-114-98,2502,4118904,Dr. Lluch,25
V4-98-102,2502,4118704,Vicent Andrés Estellés,5
V4-102-98,2502,4118907,Dr. Lluch,25
V4-98-102,2502,4118706,Vicent Andrés Estellés,5
V4-102-98,2502,4118909,Dr. Lluch,25
V4-98-114,2502,4118709,Mas del Rosari,5
V4-114-98,2502,4118911,Dr. Lluch,25
